title,startTime,endTime,platform,name_organizer,url_organizer,descriptionSnippet,url,venue,price
"Negotiation & Ethical Responsibility: 1 Day Law Course | Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Gain tools to navigate complex negotiations ethically, from client communication to agreement building and decision-making.",https://www.eventbrite.sg/e/negotiation-ethical-responsibility-1-day-law-course-austin-tx-tickets-1981984121862,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 606.99, 'max': 786.6, 'currency': 'USD', 'raw': 'USD 606.99 - 786.6'}"
"R Data Science Accelerator: 1 Day Workshop in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Master essential R workflows, analytics, and visualizations in one power-packed 1 Day data science workshop.",https://www.eventbrite.sg/e/r-data-science-accelerator-1-day-workshop-in-austin-tx-tickets-1979213183912,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 576.68, 'max': 752.92, 'currency': 'USD', 'raw': 'USD 576.68 - 752.92'}"
"OWASP Web Security Accelerator: 1 Day Training in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Strengthen your web applications by mastering OWASP risks, defenses, and secure coding practices in this focused 1 Day training.",https://www.eventbrite.sg/e/owasp-web-security-accelerator-1-day-training-in-austin-tx-tickets-1979212018426,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 576.68, 'max': 752.92, 'currency': 'USD', 'raw': 'USD 576.68 - 752.92'}"
"Master Agile Portfolio Management: 1 Day Workshop in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Master prioritization, capacity planning, portfolio Kanban, Lean budgeting, governance, and value-stream mapping for agile portfolios.",https://www.eventbrite.sg/e/master-agile-portfolio-management-1-day-workshop-in-austin-tx-tickets-1977263664848,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260 Austin Texas 78705, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 587.91, 'max': 765.27, 'currency': 'USD', 'raw': 'USD 587.91 - 765.27'}"
"CMAP Mobile App Testing: 2 Days Workshop in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"An introduction to Mobile App Testing covering devices, architectures, test types, challenges, tools, automation, performance, and security.",https://www.eventbrite.sg/e/cmap-mobile-app-testing-2-days-workshop-in-austin-tx-tickets-1983758534177,"{'name': 'Regus', 'address': '2021 Guadalupe Street, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Peak Energy & Productivity Skills – 1 Day Workshop in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Discover strategies to manage physical, emotional, and mental energy for sustained productivity, creativity, and resilience",https://www.eventbrite.sg/e/peak-energy-productivity-skills-1-day-workshop-in-austin-tx-tickets-1975947015715,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 502.59, 'max': 669.86, 'currency': 'USD', 'raw': 'USD 502.59 - 669.86'}"
"Teaching Smarter with Generative AI – 1 Day Training in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,Equip teachers with practical generative AI strategies that enhance teaching without replacing human judgment.,https://www.eventbrite.sg/e/teaching-smarter-with-generative-ai-1-day-training-in-austin-tx-tickets-1979709252667,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 566.58, 'max': 741.7, 'currency': 'USD', 'raw': 'USD 566.58 - 741.7'}"
"Google Tag Manager 101: Hands-On 1 Day Course in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Take full control of your website tracking in just one day with Google Tag Manager. Ideal for marketers, analysts, and business owners!",https://www.eventbrite.sg/e/google-tag-manager-101-hands-on-1-day-course-in-austin-tx-tickets-1973054218280,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 556.48, 'max': 730.47, 'currency': 'USD', 'raw': 'USD 556.48 - 730.47'}"
"Marketing and Sales for Event Planner: 1 Day Course in Austin, TX",2026-04-13T09:00:00-05:00,2026-04-13T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Practical training guiding event professionals to build strong branding, generate leads and turn inquiries into confirmed clients.",https://www.eventbrite.sg/e/marketing-and-sales-for-event-planner-1-day-course-in-austin-tx-tickets-1978811276797,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 606.99, 'max': 786.6, 'currency': 'USD', 'raw': 'USD 606.99 - 786.6'}"
"Austin TX, Everything Eyebrow Certification| 8 Methods | School of Gla",2026-04-13T10:00:00-05:00,2026-04-13T16:00:00-05:00,eventbrite,School of Glamology & Esthetics,https://www.eventbrite.com/o/school-of-glamology-esthetics-33841589415,"Learn 8 AMAZING income earning techniques in this action packed 2 day, hands on, extensive training by a licensed school.",https://www.eventbrite.com/e/austin-tx-everything-eyebrow-certification-8-methods-school-of-gla-tickets-1263462232549,"{'name': 'Regus - Austin - Barton Springs', 'address': 'Regus - Austin - Barton Springs\t 901 Mopac Expressway South Barton Springs, Building 1, Suite 300, Austin, TX 78746, United States, #Suite 300, Austin, TX 78746', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 534.31, 'currency': 'USD', 'raw': 'USD 534.31'}"
Austin TX|Scalp Micropigmentation(SMP)|Hands On Class|School of Glamology,2026-04-13T10:00:00-05:00,2026-04-13T16:00:00-05:00,eventbrite,School of Glamology (Delk Rd),https://www.eventbrite.com/o/school-of-glamology-delk-rd-26576519439,This course will prepare you for a successful career performing services for clients in need. We are a licensed institution!,https://www.eventbrite.com/e/austin-txscalp-micropigmentationsmphands-on-classschool-of-glamology-tickets-1263469032889,"{'name': 'Regus - Austin - Barton Springs', 'address': 'Regus - Austin - Barton Springs\t 901 Mopac Expressway South Barton Springs, Building 1, Suite 300, Austin, TX 78746, United States, #Suite 300, Austin, TX 78746', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 535.38, 'currency': 'USD', 'raw': 'USD 535.38'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-13T11:00:00-05:00,2026-04-13T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1980492607703,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
"Influencer Marketing 101: Hands-On 1 Day Session in Austin, TX",2026-04-13T17:00:00-05:00,2026-04-13T22:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,Ready to level up your social media game? Discover the secrets of influencer partnerships that deliver measurable results.,https://www.eventbrite.sg/e/influencer-marketing-101-hands-on-1-day-session-in-austin-tx-tickets-1974626524089,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 658.64, 'max': 842.73, 'currency': 'USD', 'raw': 'USD 658.64 - 842.73'}"
Intro Mosaic Workshop | Create unique art in the heart of East Austin,2026-04-13T18:00:00-05:00,2026-04-13T21:00:00-05:00,eventbrite,J Muzacz,https://www.eventbrite.com/o/j-muzacz-47844180193,"Create a beautiful mosaic and experience the art, history, and culture of East Austin. All ages, abilities, and skill levels are welcome!",https://www.eventbrite.com/e/intro-mosaic-workshop-create-unique-art-in-the-heart-of-east-austin-tickets-1981454125629,"{'name': 'The Mosaic Workshop', 'address': '729 Airport Boulevard, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 81.19, 'currency': 'USD', 'raw': 'USD 81.19'}"
"Austin Wellness, Health, Beauty, Fitness Networking & Pitch Event",2026-04-13T19:00:00-05:00,2026-04-13T21:30:00-05:00,eventbrite,The Founders Club,https://www.eventbrite.com/o/the-founders-club-108731452361,"Connect with founders, investors & experts in Wellness, Health, Beauty, Fitness for live pitches and meaningful networking.",https://www.eventbrite.com/e/austin-wellness-health-beauty-fitness-networking-pitch-event-tickets-1984380340015,"{'name': 'Loro Asian Smokehouse & Bar', 'address': '2115 South Lamar Boulevard, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 10.66, 'max': 42.42, 'currency': 'USD', 'raw': 'USD 10.66 - 42.42'}"
"Health, Fitness, Beauty & Wellness Business Networking Mixer Austin",2026-04-13T19:00:00-05:00,2026-04-13T22:00:00-05:00,eventbrite,Business Minds Events,https://www.eventbrite.com/o/business-minds-events-82796727253,"Connect with health, fitness, beauty, and wellness founders, startups, and professionals to network, collaborate, and grow your business.",https://www.eventbrite.com/e/health-fitness-beauty-wellness-business-networking-mixer-austin-tickets-1984463975170,"{'name': '2115 S Lamar Blvd', 'address': 'Loro Bar, 2115 South Lamar Boulevard, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 10.66, 'max': 42.42, 'currency': 'USD', 'raw': 'USD 10.66 - 42.42'}"
Trigger Point Yin,2026-04-13T19:30:00-05:00,2026-04-13T21:00:00-05:00,eventbrite,Lizard Yoga,https://www.eventbrite.com/o/lizard-yoga-55875025333,"Trigger Point Yin blends breathwork, passive stretches, and therapy balls to release deep tension.",https://www.eventbrite.com/e/trigger-point-yin-tickets-1975136385097,"{'name': 'Lizard Yoga, Menchaca Rd, Austin, TX, USA', 'address': '2919 Menchaca Road, ## 104, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 30.87, 'currency': 'USD', 'raw': 'USD 30.87'}"
Lonelyland,2026-04-13T20:30:00-05:00,2026-04-13T22:00:00-05:00,eventbrite,Saxon Pub,https://www.eventbrite.com/o/saxon-pub-17845361184,Bob Schneider's Lonelyland,https://www.eventbrite.com/e/lonelyland-tickets-1983822553661,"{'name': 'Saxon Pub 2025', 'address': '1320 S Lamar, Austin, TX 78704', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 19.43, 'max': 31.12, 'currency': 'USD', 'raw': 'USD 19.43 - 31.12'}"
"Introduction to Data Analysis: 2-Day Workshop in Austin, TX",2026-04-14T09:00:00+05:30,2026-04-14T17:00:00+05:30,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,A two-day workshop introducing data analysis concepts and fundamentals to support faster and more accurate business decisions.,https://www.eventbrite.sg/e/introduction-to-data-analysis-2-day-workshop-in-austin-tx-tickets-1983943106237,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
PMP® Exam Prep – 4-Day Certification Training (Austin),2026-04-14T08:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Canstead Learning,https://www.eventbrite.com/o/canstead-learning-115402162741,"4-Day PMP® Exam Prep: 35 PDUs, PMI®-Authorized training with 250+ practice questions. Join Live Virtual or In-Person.",https://www.eventbrite.com/e/pmp-exam-prep-4-day-certification-training-austin-tickets-1982053828356,"{'name': '316 W 12th St', 'address': '316 West 12th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1095.6, 'currency': 'USD', 'raw': 'USD 1095.6'}"
"Start in Fashion Design: 1 Day Creative Workshop in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Unleash your fashion creativity with a practical one-day intro to sketching, fabrics, color theory, trends, and portfolio building.",https://www.eventbrite.sg/e/start-in-fashion-design-1-day-creative-workshop-in-austin-tx-tickets-1975378697861,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 586.79, 'max': 764.15, 'currency': 'USD', 'raw': 'USD 586.79 - 764.15'}"
"Crack the Shark Tank Code: 1 Day Founder Workshop in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Decode investor expectations, refine your business idea, and build a pitch that grabs attention and drives investment conversations.",https://www.eventbrite.sg/e/crack-the-shark-tank-code-1-day-founder-workshop-in-austin-tx-tickets-1975392899338,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 586.79, 'max': 764.15, 'currency': 'USD', 'raw': 'USD 586.79 - 764.15'}"
"PMP Certification In-Person Training  in Kyle, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,iCertGlobal,https://www.eventbrite.com/o/icertglobal-115916367151,Pass the PMP exam on your first try! Join our 4-day PMI® Authorized Bootcamp in NYC—includes 35 contact hours and expert coaching.,https://www.eventbrite.com/e/pmp-certification-in-person-training-in-kyle-tx-tickets-1977883074519,"{'name': 'MoPac Expressway', 'address': 'MoPac Expressway, Austin, TX', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1599, 'currency': 'USD', 'raw': 'USD 1599'}"
"Financial Risk Management for Teens – 1 Day Session in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"A practical 1 day program that help teenagers build smart money habits, avoid financial risks, develop confidence before entering adulthood.",https://www.eventbrite.sg/e/financial-risk-management-for-teens-1-day-session-in-austin-tx-tickets-1980840551412,"{'name': 'Regus', 'address': '2021 Guadalupe Street   #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 596.89, 'max': 775.37, 'currency': 'USD', 'raw': 'USD 596.89 - 775.37'}"
"Advanced Infection Control for Healthcare: 1 Day Course in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Explore hospital infection risks, outbreak response, isolation strategies, & advanced prevention practices for high-risk clinical settings.",https://www.eventbrite.sg/e/advanced-infection-control-for-healthcare-1-day-course-in-austin-tx-tickets-1978072965488,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 583.42, 'max': 759.67, 'currency': 'USD', 'raw': 'USD 583.42 - 759.67'}"
"Lean Six Sigma Green Belt In-Person Training in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,iCertGlobal,https://www.eventbrite.com/o/icertglobal-115916367151,"Master DMAIC and process improvement! Join our 4-day Lean Six Sigma Green Belt Bootcamp to boost quality, cut costs, and grow your career.",https://www.eventbrite.com/e/lean-six-sigma-green-belt-in-person-training-in-austin-tx-tickets-1978872424692,"{'name': '600 Congress Ave. 14th floor', 'address': '600 Congress Avenue, #14th floor, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1899, 'currency': 'USD', 'raw': 'USD 1899'}"
"MoP® Foundation & Practitioner : 2-Day Training in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,In this MoP Foundation & Practitioner Course participants will learn the key aspects of the Management of Portfolios (MoP) methodology.,https://www.eventbrite.sg/e/mop-foundation-practitioner-2-day-training-in-austin-tx-tickets-1984026252931,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Become a Certified Data Analyst  in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,iCertGlobal,https://www.eventbrite.com/o/icertglobal-115916367151,"Master Data Analytics with Excel, SQL, Python & Power BI. Live instructor-led training with certification and real-world projects.",https://www.eventbrite.com/e/become-a-certified-data-analyst-in-austin-tx-tickets-1982683565918,"{'name': '600 Congress Ave. 14th floor', 'address': '600 Congress Avenue, #14th floor, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1999, 'currency': 'USD', 'raw': 'USD 1999'}"
"COBIT for Beginners: 1 Day Governance Skills Training in Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Explore COBIT essentials that help organizations optimize value, manage risk, and build reliable, well-structured IT governance systems.",https://www.eventbrite.sg/e/cobit-for-beginners-1-day-governance-skills-training-in-austin-tx-tickets-1981695406306,"{'name': 'Regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 657.51, 'max': 842.73, 'currency': 'USD', 'raw': 'USD 657.51 - 842.73'}"
"Cybersecurity in Healthcare: 1-Day Professional Workshop – Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Advance from beginner to intermediate skills in healthcare cyber risks, defense strategies, & incident response in a focused 1 Day session.",https://www.eventbrite.sg/e/cybersecurity-in-healthcare-1-day-professional-workshop-austin-tx-tickets-1982862647556,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260 Austin Texas 78705 United States of America, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 657.51, 'max': 842.73, 'currency': 'USD', 'raw': 'USD 657.51 - 842.73'}"
"Professional & Personal Readiness for Law: 1 Day Course | Austin, TX",2026-04-14T09:00:00-05:00,2026-04-14T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Boost your legal performance by mastering workload management, clear communication, and professional habits that drive success.",https://www.eventbrite.sg/e/professional-personal-readiness-for-law-1-day-course-austin-tx-tickets-1981990505957,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 606.99, 'max': 786.6, 'currency': 'USD', 'raw': 'USD 606.99 - 786.6'}"
Discover Austin's Colorful Food Scene - Food Tour in Austin | Cozymeal™,2026-04-14T11:00:00-05:00,2026-04-14T14:00:00-05:00,eventbrite,Cozymeal,https://www.eventbrite.com/o/cozymeal-46046403233,,https://www.eventbrite.com/e/discover-austins-colorful-food-scene-food-tour-in-austin-cozymealtm-tickets-1980576447470,"{'name': 'Location provided after booking', 'address': 'Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 151.02, 'currency': 'USD', 'raw': 'USD 151.02'}"
CUSTOMIZED AI FORESIGHT FOR YOUR CORPORATE INNOVATION TEAM,2026-04-14T12:00:00-05:00,2026-04-14T14:30:00-05:00,eventbrite,Indina-Consulting Innovation Academy,https://www.eventbrite.com/o/indina-consulting-innovation-academy-9464267346,"Private B2B Strategy Session for Corporate Teams (Online, Zoom)",https://www.eventbrite.com/e/customized-ai-foresight-for-your-corporate-innovation-team-tickets-1981822594730,"{'name': 'Austin Convention Center', 'address': '500 East Cesar Chavez Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 637.3, 'currency': 'USD', 'raw': 'USD 637.3'}"
Make Pasta Alfredo With Chef Erin - Pasta Making Cooking Class in Austin | Classpop!™,2026-04-14T18:00:00-05:00,2026-04-14T20:00:00-05:00,eventbrite,Classpop!,https://www.eventbrite.com/o/classpop-25190855215,,https://www.eventbrite.com/e/make-pasta-alfredo-with-chef-erin-pasta-making-cooking-class-in-austin-classpoptm-tickets-1980603960763,"{'name': 'WhichCraft Tap Room & Bottle Shop', 'address': '1900 Simond Avenue Suite 200, Austin, TX 78723', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 65.86, 'currency': 'USD', 'raw': 'USD 65.86'}"
First Time Home Buyer Workshop: Taco (and Marg) Tuesday Edition,2026-04-14T18:30:00-05:00,2026-04-14T20:00:00-05:00,eventbrite,Open House Austin,https://www.eventbrite.com/o/open-house-austin-24364198845,"Designed for first-time buyers, we’ll break down everything from financing options to finding the right property, with tacos and margs!",https://www.eventbrite.com/e/first-time-home-buyer-workshop-taco-and-marg-tuesday-edition-registration-1984402259577,"{'name': 'Open House Austin Community Space & Office', 'address': '1204 Salina Street, #A, Austin, TX 78702', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 12, 'currency': 'USD', 'raw': 'USD 12'}"
Sushi Party,2026-04-14T18:30:00-05:00,2026-04-14T20:30:00-05:00,eventbrite,Central Market Cooking School Austin North Lamar,https://www.eventbrite.com/o/central-market-cooking-school-austin-north-lamar-30370421142,Demonstration/Hands On,https://www.eventbrite.com/e/sushi-party-tickets-1983050952782,"{'name': 'Central Market Austin North Lamar', 'address': '4001 North Lamar Boulevard, Austin, TX 78756', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 99.88, 'currency': 'USD', 'raw': 'USD 99.88'}"
The Drop In: Stand-Up Comedy Show!,2026-04-14T19:00:00-05:00,,eventbrite,Laugh Higher Productions,https://www.eventbrite.com/o/laugh-higher-productions-38900519763,"Austin's must see comedy show! Featuring the biggest names in stand-up, you never know who is going to ""drop in"" and do a set!",https://www.eventbrite.com/e/the-drop-in-stand-up-comedy-show-tickets-1981271057066,"{'name': 'Sunset Strip Comedy & Entertainment', 'address': '214 East 6th Street, #unit c, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 25.09, 'max': 30.87, 'currency': 'USD', 'raw': 'USD 25.09 - 30.87'}"
PMP® Exam Prep – 4-Day Certification Training (Austin),2026-04-15T08:00:00-05:00,2026-04-15T17:00:00-05:00,eventbrite,Canstead Learning,https://www.eventbrite.com/o/canstead-learning-115402162741,"4-Day PMP® Exam Prep: 35 PDUs, PMI®-Authorized training with 250+ practice questions. Join Live Virtual or In-Person.",https://www.eventbrite.com/e/pmp-exam-prep-4-day-certification-training-austin-tickets-1982053829359,"{'name': '316 W 12th St', 'address': '316 West 12th Street, Austin, TX 78701', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1095.6, 'currency': 'USD', 'raw': 'USD 1095.6'}"
"Implementing NIST CSF with COBIT® 5 : 2-Day Course | Austin, TX",2026-04-15T09:00:00-05:00,2026-04-15T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,Understand and manage cybersecurity risks using the NIST Cybersecurity Framework together with COBIT® 5 and ISO/IEC 27000.,https://www.eventbrite.sg/e/implementing-nist-csf-with-cobit-5-2-day-course-austin-tx-tickets-1983941621797,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street#Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 1263.69, 'max': 1628.51, 'currency': 'USD', 'raw': 'USD 1263.69 - 1628.51'}"
"Linux for Bioinformatics: 101 → Intermediate, 1 Day course in Austin, TX",2026-04-15T09:00:00-05:00,2026-04-15T17:00:00-05:00,eventbrite,Mangates,https://www.eventbrite.sg/o/mangates-110549802331,"Learn essential Linux skills for bioinformatics and file handling, tools, scripting, and workflows with no prior command-line experience.",https://www.eventbrite.sg/e/linux-for-bioinformatics-101-intermediate-1-day-course-in-austin-tx-tickets-1977701631819,"{'name': 'regus TX, Austin - Dobie Center', 'address': '2021 Guadalupe Street  #Suite 260, Ph No +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 537.4, 'max': 709.15, 'currency': 'USD', 'raw': 'USD 537.4 - 709.15'}"
"Holistic Leadership in Practice One Day Session in Austin, TX",2026-04-15T09:00:00-05:00,2026-04-15T17:00:00-05:00,eventbrite,Academy for Pros,https://www.eventbrite.com/o/academy-for-pros-110131232711,"Explore mindful, purpose-driven leadership in a 1-day workshop blending self-awareness, empathy, and holistic practices.",https://www.eventbrite.com/e/holistic-leadership-in-practice-one-day-session-in-austin-tx-tickets-1750496816099,"{'name': 'Regus', 'address': '2021 Guadalupe Street Suite 260, PH: +1 469 666 9332, Austin, TX 78705', 'city': 'Austin', 'region': 'TX', 'country': 'US'}","{'isFree': False, 'min': 669.86, 'max': 894.37, 'currency': 'USD', 'raw': 'USD 669.86 - 894.37'}"
